id,paragraph_id,content,paper_arxiv_id,paper_section
3102281,4,"For the term \( \log\left(e^{\sum_{\sigma_1} R_w[\bq, \bv](\bs, \ba)} + e^{\sum_{\sigma_2} R_w[\bq, \bv](\bs, \ba)}\right) \), we note the following. First:
\[
 \alpha \sum_{\sigma} R_w[\bq^1, \bv](\bs, \ba) + (1-\alpha)\sum_{\sigma} R_w[\bq^2, \bv](\bs, \ba) = \sum_{\sigma} R_w[\alpha\bq^1 + (1-\alpha)\bq^2, \bv](\bs, \ba),
 \]
for any trajectory \( \sigma \). Moreover, since the log-sum-exp function \( \log(e^{t_1} + e^{t_2}) \) is convex in \( (t_1, t_2) \), we also have the following inequalities for any \( \alpha \in (0,1) \) and two vectors \( \bq^1, \bq^2 \):
\begin{align}
    &\alpha \log\left(e^{\sum_{\sigma_1} R_w[\bq^1, \bv](\bs, \ba)} + e^{\sum_{\sigma_2} R_w[\bq^1, \bv](\bs, \ba)}\right) 
    + (1-\alpha)\log\left(e^{\sum_{\sigma_1} R_w[\bq^2, \bv](\bs, \ba)} + e^{\sum_{\sigma_2} R_w[\bq^2, \bv](\bs, \ba)}\right) \nonumber \\
    &\leq \log\left(e^{\alpha\sum_{\sigma_1} R_w[\bq^1, \bv](\bs, \ba) + (1-\alpha)\sum_{\sigma_1} R_w[\bq^2, \bv](\bs, \ba)} 
    + e^{\alpha\sum_{\sigma_2} R_w[\bq^1, \bv](\bs, \ba) + (1-\alpha)\sum_{\sigma_2} R_w[\bq^2, \bv](\bs, \ba)}\right) \nonumber \\
    &= \log\left(e^{R_w[\alpha\bq^1 + (1-\alpha)\bq^2, \bv](\bs, \ba)} + e^{R_w[\alpha\bq^1 + (1-\alpha)\bq^2, \bv](\bs, \ba)}\right), \nonumber
\end{align}
which implies that \( \log\left(e^{\sum_{\sigma_1} R_w[\bq, \bv](\bs, \ba)} + e^{\sum_{\sigma_2} R_w[\bq, \bv](\bs, \ba)}\right) \) is convex in \( \bq \).",2501.18944,Missing Proofs
3102221,4,"Once the expert rewards \( r_E \) r_E  are recovered, a policy can be learned by training a MARL algorithm. This method is referred to as a two-phase approach, where the reward learning and policy optimization are performed separately.",2501.18944,Multi-agent Preference-based RL (PbRL)
3102256,4,"The practical training objective function for the local Q functions can be calculated as:
\begin{align}
    &\mathcal{L}(\psi_q, \psi_v, \theta) = \sum\nolimits_{(\sigma_1, \sigma_2) \in \mathcal{P}} \sum\nolimits_{(\bo, \ba, \bo') \in \sigma_1} R(\bo, \ba, \bo') \nonumber \\
    & - \log\big(e^{\sum_{\sigma_1}\!\! R(\bo, \ba, \bo')} \!+ e^{\sum_{\sigma_2}\!\! R(\bo, \ba, \bo')}\big)\! +\! \sum\nolimits_{\mathcal{P}} \!\phi(R(\bo, \ba, \bo')) \nonumber
\end{align}\begin{align}
    &\mathcal{L}(\psi_q, \psi_v, \theta) = \sum\nolimits_{(\sigma_1, \sigma_2) \in \mathcal{P}} \sum\nolimits_{(\bo, \ba, \bo') \in \sigma_1} R(\bo, \ba, \bo') \nonumber \\
    & - \log\big(e^{\sum_{\sigma_1}\!\! R(\bo, \ba, \bo')} \!+ e^{\sum_{\sigma_2}\!\! R(\bo, \ba, \bo')}\big)\! +\! \sum\nolimits_{\mathcal{P}} \!\phi(R(\bo, \ba, \bo')) \nonumber
\end{align}
    &\mathcal{L}(\psi_q, \psi_v, \theta) = \sum\nolimits_{(\sigma_1, \sigma_2) \in \mathcal{P}}(\sigma_1, \sigma_2) \in \mathcal{P} \sum\nolimits_{(\bo, \ba, \bo') \in \sigma_1}(\bo, \ba, \bo') \in \sigma_1 R(\bo, \ba, \bo') \nonumber \\
    & - \log\big(e^{\sum_{\sigma_1}\!\! R(\bo, \ba, \bo')}\sum_{\sigma_1}\sigma_1\!\! R(\bo, \ba, \bo') \!+ e^{\sum_{\sigma_2}\!\! R(\bo, \ba, \bo')}\sum_{\sigma_2}\sigma_2\!\! R(\bo, \ba, \bo')\big)\! +\! \sum\nolimits_{\mathcal{P}}\mathcal{P} \!\phi(R(\bo, \ba, \bo')) \nonumber",2501.18944,Practical Algorithm
3102209,4,"While preference-based RL is well-explored in single-agent settings, research in multi-agent settings remains limited due to the complexity of agent interactions and large joint state-action spaces. Only a few studies have extended the two-phase preference-based framework to multi-agent settings~\cite{kang2024dpm, zhang2024multi}. Building on IPL’s success in single-agent settings~\cite{hejna2024inverse}, we leverage the reward-Q-function relationship to avoid explicit reward modeling. Adapting this to multi-agent environments is challenging, requiring careful design of mixing networks within the CTDE framework and a thorough theoretical analysis of the preference-based learning objective's convexity and global-local policy consistency.",2501.18944,Related Work
3102374,5,"\subsubsection{SMAC Dataset}
SMACv1 \citep{samvelyan2019starcraft} is a benchmark environment for cooperative multi-agent reinforcement learning (MARL), built on Blizzard's StarCraft II RTS game. It leverages the StarCraft II Machine Learning API and DeepMind's PySC2 to enable autonomous agent interaction with StarCraft II. Unlike PySC2, SMACv1 focuses on decentralized micromanagement scenarios, where each unit is controlled by an individual RL agent.",2501.18944,Additional Details
3102215,5,"where $V^*_{tot}$V^*_{tot}tot  is the log-sum-exp of $Q^*_{tot}$Q^*_{tot}tot.  Moreover, by rearranging the Bellman equation, we get the so-called inverse soft Bellman-operator, formulated as follows: 
$$(\cT^*Q_{tot})(\bs,\ba) =   Q_{tot}(\bs,\ba) -  \gamma \mathbb{E}_{\bs' \sim P(\cdot | \bs, \ba)} V_{tot}(\bs')$$(\cT^*Q_{tot}tot)(\bs,\ba) =   Q_{tot}tot(\bs,\ba) -  \gamma \mathbb{E}_{\bs' \sim P(\cdot | \bs, \ba)}\bs' \sim P(\cdot | \bs, \ba) V_{tot}tot(\bs')
An important observation here is the one-to-one mapping between any $Q_{tot}$Q_{tot}tot  and $r(\bs,\ba)$r(\bs,\ba), i.e., $r(\bs,\ba) = (\cT^*Q_{tot})(\bs,\ba)$r(\bs,\ba) = (\cT^*Q_{tot}tot)(\bs,\ba). This property has been extensively utilized in inverse RL~\citep{garg2021iq,hejna2024inverse,bui2023inverse}. The key idea is that, rather than explicitly recovering a reward function, the unique mapping enables the reformulation of reward learning as a Q-learning problem. This approach improves stability and can directly recover the optimal policy from the learned Q-function using \eqref{eq:maxent-soft-policy}.",2501.18944,Background
3102265,5,"\paragraph{Baselines.}Baselines.   We consider the following baselines for our evaluations: (i) \textbf{Behavioral Cloning (BC)} trains a policy by directly imitating all prefered trajectories in the dataset $\mathcal{P}$\mathcal{P}; (ii) \textbf{Independent IPL (IIPL)} is a straightforward extension of the IPL approach \citep{hejna2024inverse} to multi-agent learning, where the single-agent IPL algorithm is applied independently to each agent; (iii) \textbf{Supervised Learning MARL (SL-MARL)} is a two-phase approach where we first learn the reward function and then use it to train a policy with OMIGA \citep{wang2024offline_OMIGA}, a state-of-the-art MARL algorithm, serving as the offline counterpart of the two-phase approach in \cite{kang2024dpm}; and (iv) \textbf{IPL-VDN}, which is similar to our algorithm but without the mixing networks, instead employing the standard VDN approach \citep{sunehag2017value} to aggregate local Q and V functions via a simple linear combination with unit weights.
\paragraph{Results.}Results.",2501.18944,Experiments
3102202,5,"First, we introduce a new algorithm, O-MAPL (Offline Multi-Agent Preference Learning) for multi-agent PbRL. O-MAPL exploits the inherent relationship between the reward and the soft-Q functions in MaxEnt RL~\cite{garg2021iq,garg2023extreme} to directly learn the soft Q-function from preference data, rather than recovering the reward function explicitly. Once the Q-function is learned, the optimal policy can be derived. This one-phase learning process is carried out under the centralized training with decentralized execution (CTDE) paradigm~\citep{oliehoek2008optimal,kraemer2016multi}, allowing effective training of local policies.",2501.18944,Introduction
3102282,5,"Putting all the above together, we see that \( \mathcal{L}(\bq, \bv, w) \) is concave in \( \bq \).",2501.18944,Missing Proofs
3102222,5,"The MaxEnt RL framework discussed above provides an alternative approach to integrate reward and policy recovery into a single learning process. This is achieved by leveraging the unique mapping between a reward function and a Q-function. Multi-agent PbRL is thereby transformed into the Q-space, where the preference probability over a trajectory pair $(\sigma_1,\sigma_2)$(\sigma_1,\sigma_2) can be computed as follows:
\begin{equation*}
    P(\sigma_1 \succ \sigma_2|Q_{tot}) = \frac{e^{\sum_{\sigma_1} (\cT^*Q_{tot})(\bs,\ba)}}{e^{\sum_{ \sigma_1} (\cT^*Q_{tot})(\bs,\ba)}+ e^{\sum_{ \sigma_2} (\cT^*Q_{tot})(\bs,\ba)}}
    % \label{eq.preference}
\end{equation*}\begin{equation*}
    P(\sigma_1 \succ \sigma_2|Q_{tot}) = \frac{e^{\sum_{\sigma_1} (\cT^*Q_{tot})(\bs,\ba)}}{e^{\sum_{ \sigma_1} (\cT^*Q_{tot})(\bs,\ba)}+ e^{\sum_{ \sigma_2} (\cT^*Q_{tot})(\bs,\ba)}}
    % \label{eq.preference}
\end{equation*}
    P(\sigma_1 \succ \sigma_2|Q_{tot}tot) = \frac{e^{\sum_{\sigma_1} (\cT^*Q_{tot})(\bs,\ba)}}{e^{\sum_{ \sigma_1} (\cT^*Q_{tot})(\bs,\ba)}+ e^{\sum_{ \sigma_2} (\cT^*Q_{tot})(\bs,\ba)}}
    
After solving the maximum likelihood problem, the derived \( Q_{\text{tot}} \) Q_{\text{tot}}\text{tot}  and \( V_{\text{tot}} \) V_{\text{tot}}\text{tot}  can be used directly to recover a policy via the soft policy formula \eqref{eq:maxent-soft-policy}, eliminating the need for an additional MARL algorithm. This unified, single-phase approach integrates reward and policy learning, streamlining the process. It enhances training stability and consistency by reducing discrepancies that arise from separate reward and policy learning. This approach also mitigates issues like error propagation and misalignment between the reward function and policy optimization. Training in the Q-space has been shown to outperform training in the reward space.",2501.18944,Multi-agent Preference-based RL (PbRL)
3102257,5,"where \( R(\bo, \ba) = \mathcal{M}_\theta[\bq(\bo, \ba | \psi_q)] - \gamma \mathcal{M}_\theta[\bv(\bo' | \psi_v)] \) R(\bo, \ba) = \mathcal{M}_\theta[\bq(\bo, \ba | \psi_q)] - \gamma \mathcal{M}_\theta[\bv(\bo' | \psi_v)] . Moreover, the extreme-V can be practically estimated as:
\begin{align}
    \mathcal{J}(\psi_v) &= \mathbb{E}_{(\mathbf{o}, \mathbf{a}) \sim \mathcal{P}} \Big[ e^{\frac{\mathcal{M}_\theta[\bq(\bo, \ba | \psi_q)] - \mathcal{M}_\theta[\bv(\bo | \psi_v)]}{\beta}} \Big] \nonumber \\
    &- \mathbb{E}_{(\mathbf{o}, \mathbf{a}) \sim \mathcal{P}} \Big[\frac{\mathcal{M}_\theta[\bq(\bo, \ba | \psi_q)] - \mathcal{M}_\theta[\bv(\bo | \psi_v)]}{\beta} \Big] - 1\nonumber
\end{align}\begin{align}
    \mathcal{J}(\psi_v) &= \mathbb{E}_{(\mathbf{o}, \mathbf{a}) \sim \mathcal{P}} \Big[ e^{\frac{\mathcal{M}_\theta[\bq(\bo, \ba | \psi_q)] - \mathcal{M}_\theta[\bv(\bo | \psi_v)]}{\beta}} \Big] \nonumber \\
    &- \mathbb{E}_{(\mathbf{o}, \mathbf{a}) \sim \mathcal{P}} \Big[\frac{\mathcal{M}_\theta[\bq(\bo, \ba | \psi_q)] - \mathcal{M}_\theta[\bv(\bo | \psi_v)]}{\beta} \Big] - 1\nonumber
\end{align}
    \mathcal{J}(\psi_v) &= \mathbb{E}_{(\mathbf{o}, \mathbf{a}) \sim \mathcal{P}}(\mathbf{o}, \mathbf{a}) \sim \mathcal{P} \Big[ e^{\frac{\mathcal{M}_\theta[\bq(\bo, \ba | \psi_q)] - \mathcal{M}_\theta[\bv(\bo | \psi_v)]}{\beta}}\frac{\mathcal{M}_\theta[\bq(\bo, \ba | \psi_q)] - \mathcal{M}_\theta[\bv(\bo | \psi_v)]}{\beta} \Big] \nonumber \\
    &- \mathbb{E}_{(\mathbf{o}, \mathbf{a}) \sim \mathcal{P}}(\mathbf{o}, \mathbf{a}) \sim \mathcal{P} \Big[\frac{\mathcal{M}_\theta[\bq(\bo, \ba | \psi_q)] - \mathcal{M}_\theta[\bv(\bo | \psi_v)]}{\beta} \Big] - 1\nonumber",2501.18944,Practical Algorithm
3102375,6,"We evaluate on the following tasks: \texttt{2c\_vs\_64zg}, \texttt{5m\_vs\_6m}, \texttt{6h\_vs\_8z}, and \texttt{corridor}. Among these, \texttt{2c\_vs\_64zg} and \texttt{5m\_vs\_6m} are categorized as hard tasks, while \texttt{6h\_vs\_8z} and \texttt{corridor} are considered super hard. The offline dataset for SMACv1 was sourced from the work of Meng et al., where MAPPO was used to train agents. These agents were then used to generate offline datasets for the community. The dataset quality varies across poor, medium, and good levels, ensuring comprehensive coverage of different learning stages.",2501.18944,Additional Details
3102216,6,"Note that, in POMDP scenarios, the global state \(\bs\)\bs is not directly accessible during training and is instead represented by the joint observations \(\bo\)\bo from the agents. For notational convenience, we use the global state \(\bs\)\bs in our formulation; however, in practice, it corresponds to the joint observation \(\cZ(\bs)\)\cZ(\bs). Specifically, terms like \(\pi_{tot}(\bs, \ba)\)\pi_{tot}tot(\bs, \ba) and \(Q_{tot}(\bs,\ba)\)Q_{tot}tot(\bs,\ba) actually refer to \(\mu_{tot}(\bo, \ba)\)\mu_{tot}tot(\bo, \ba) and \(Q_{tot}(\bo,\ba)\)Q_{tot}tot(\bo,\ba), where \(\bo = \cZ(\bs)\)\bo = \cZ(\bs).",2501.18944,Background
3102266,6,"Overall, our experimental results demonstrate the effectiveness of O-MAPL in both continuous and discrete multi-agent reinforcement learning environments. In the following, we highlight some of our main results. Due to limited space, all remaining results are in our appendix.",2501.18944,Experiments
3102203,6,"Implementing this end-to-end process within the CTDE framework is far from being trivial. It requires appropriate mixing networks for value factorization to preserve the convexity of the preference-based learning objective and ensure local-global consistency in policy optimality. As a second contribution, we introduce a simple yet effective value factorization method and provide a comprehensive theoretical analysis of the convexity and local-global consistency requirements. This approach enables stable and efficient policy training.",2501.18944,Introduction
3102283,6,"Finally, since the mixing networks are linear in \( \bq \) and \( w \), a similar argument shows that \( \mathcal{L}(\bq, \bv, w) \) is also concave in \( w \).",2501.18944,Missing Proofs
3102223,6,"\subsection{Value  Factorization}
The training objective in the Q-space can be formulated as:
\[
\max_{Q_{\text{tot}}} \mathcal{L}(Q_{\text{tot}} | \mathcal{P}) = \max_{Q_{\text{tot}}} \sum\nolimits_{(\sigma_1, \sigma_2) \in \mathcal{P}} \ln P(\sigma_1 \succ \sigma_2 | Q_{\text{tot}})
\]
\max_{Q_{\text{tot}}}Q_{\text{tot}}\text{tot} \mathcal{L}(Q_{\text{tot}}\text{tot} | \mathcal{P}) = \max_{Q_{\text{tot}}}Q_{\text{tot}}\text{tot} \sum\nolimits_{(\sigma_1, \sigma_2) \in \mathcal{P}}(\sigma_1, \sigma_2) \in \mathcal{P} \ln P(\sigma_1 \succ \sigma_2 | Q_{\text{tot}}\text{tot})",2501.18944,Multi-agent Preference-based RL (PbRL)
3102258,6,"For the policy extraction,  let \( \pi_i(a_i | o_i; \omega_i) \) \pi_i(a_i | o_i; \omega_i)  be a local policy network for each agent \( i \) i , where \( \omega \) \omega  are learnable parameters. We update the local policies using the following local WBC:
\begin{align*}\small
    \Psi(\omega_i) \!=\!\! \sum\nolimits_{\mathbf{o}, \mathbf{a} \sim \mathcal{P}} \!\Big[ 
    e^{\frac{\mathcal{M}_\theta[\bq(\bo, \ba | \psi_q)] 
    - \mathcal{M}_\theta[\bv(\bo | \psi_v)]}{\beta}} \!\log \pi_i(o_i | s_i; \omega_i) \Big] 
\end{align*}\begin{align*}\small
    \Psi(\omega_i) \!=\!\! \sum\nolimits_{\mathbf{o}, \mathbf{a} \sim \mathcal{P}} \!\Big[ 
    e^{\frac{\mathcal{M}_\theta[\bq(\bo, \ba | \psi_q)] 
    - \mathcal{M}_\theta[\bv(\bo | \psi_v)]}{\beta}} \!\log \pi_i(o_i | s_i; \omega_i) \Big] 
\end{align*}\small
    \Psi(\omega_i) \!=\!\! \sum\nolimits_{\mathbf{o}, \mathbf{a} \sim \mathcal{P}}\mathbf{o}, \mathbf{a} \sim \mathcal{P} \!\Big[ 
    e^{\frac{\mathcal{M}_\theta[\bq(\bo, \ba | \psi_q)] 
    - \mathcal{M}_\theta[\bv(\bo | \psi_v)]}{\beta}}\frac{\mathcal{M}_\theta[\bq(\bo, \ba | \psi_q)] 
    - \mathcal{M}_\theta[\bv(\bo | \psi_v)]}{\beta} \!\log \pi_i(o_i | s_i; \omega_i) \Big]",2501.18944,Practical Algorithm
3102376,7,"SMACv2 \cite{ellis2022smacv2} builds upon SMACv1, introducing enhancements to challenge contemporary MARL algorithms. It incorporates randomized start positions, randomized unit types, and adjustments to unit sight and attack ranges. These changes increase the diversity of agent interactions and align the sight range with the true values in StarCraft II. Tasks in SMACv2 are grouped by factions (\texttt{protoss}, \texttt{terran}, \texttt{zerg}) and instances (\texttt{5\_vs\_5}, \texttt{10\_vs\_10}, \texttt{10\_vs\_11}, \texttt{20\_vs\_20}, \texttt{20\_vs\_23}). The difficulty increases progressively from \texttt{5\_vs\_5} to \texttt{20\_vs\_23}.",2501.18944,Additional Details
3102267,7,"Table~\ref{tab:SMAC:winrates} and~\ref{tab:mujoco:return} provide a detailed comparison of win rates for SMACv1 and SMACv2 tasks and of returns for MaMujoco. O-MAPL achieves the highest win rates/returns across most tasks, outperforming all baseline methods. For example, in the \textit{2c\_vs\_64zg} task, O-MAPL achieves a win rate of 74.4\%, significantly surpassing other methods. In \textit{corridor}, O-MAPL achieves a win rate of 93.2\%, showcasing its ability to handle structured navigation tasks effectively.",2501.18944,Experiments
3102204,7,"Finally, we conduct extensive experiments on two benchmarks, SMAC and MAMuJoCo, using preference data generated by both rule-based and large language model approaches. The results show that our O-MAPL consistently outperforms existing methods across various tasks.",2501.18944,Introduction
3102284,7,"For the convexity of the extreme-V function \( \mathcal{J}(\mathbf{v}) \), we rewrite the function as:
\begin{align}
    \mathcal{J}(\mathbf{v}) = \mathbb{E}_{(\mathbf{s}, \mathbf{a}) \sim \mu_{\text{tot}}} \left[ e^{\frac{\mathcal{M}_w[\mathbf{q}(\mathbf{s}, \mathbf{a})] - \mathcal{M}_w[\mathbf{v}(\mathbf{s})]}{\beta}} \right]
    - \mathbb{E}_{(\mathbf{s}, \mathbf{a}) \sim \mu_{\text{tot}}} \left[\frac{\mathcal{M}_w[\mathbf{q}(\mathbf{s}, \mathbf{a})] - \mathcal{M}_w[\mathbf{v}(\mathbf{s})]}{\beta} \right] - 1. \nonumber
\end{align}",2501.18944,Missing Proofs
3102224,7,"While this objective works in single-agent settings, applying it to multi-agent scenarios is challenging due to the large state and action spaces. To address this, we apply value factorization in the CTDE framework. However, solving PbRL under CTDE is complex, as the objective involves several components tied to \( Q_{\text{tot}} \) Q_{\text{tot}}\text{tot}  and \( V_{\text{tot}} \) V_{\text{tot}}\text{tot} . Thus, a carefully designed value factorization method is needed to ensure consistency between global and local policies.",2501.18944,Multi-agent Preference-based RL (PbRL)
3102259,7,"The outline of our O-MAPL is shown in Algorithm~\ref{algo:O-MAPL}.
\begin{algorithm}[t!]
\caption{\textbf{ O-MAPL}}
\label{algo:O-MAPL}
    \centering
 \begin{algorithmic}[1]
 \STATE \textbf{Input:} Parameters $\theta, \psi_q,\psi_v, \omega_i$. Offline data $\cP$.
 \STATE \textbf{Output:} Local optimized polices $\pi_i$.
\FOR{\textit{a certain number of training steps}}
     % \STATE  
       \STATE { Update  $\psi_q$ and $\theta$  to maximize $\cL(\psi_q,\psi_v,\theta)$} 
        % \STATE  
        \STATE { Update $\psi_v$ to minimize the Extreme-V  $J(\psi_v)$}
        \STATE  { Update $\omega_i$ to maximize the local WBC loss $\Psi(\omega_i)$}
   \ENDFOR
 \STATE Return $\pi_i(a_i|o_i;\omega_i)$, $i=1,...,n$
 \end{algorithmic}
\end{algorithm}\begin{algorithm}[t!]
\caption{\textbf{ O-MAPL}}
\label{algo:O-MAPL}
    \centering
 \begin{algorithmic}[1]
 \STATE \textbf{Input:} Parameters $\theta, \psi_q,\psi_v, \omega_i$. Offline data $\cP$.
 \STATE \textbf{Output:} Local optimized polices $\pi_i$.
\FOR{\textit{a certain number of training steps}}
     % \STATE  
       \STATE { Update  $\psi_q$ and $\theta$  to maximize $\cL(\psi_q,\psi_v,\theta)$} 
        % \STATE  
        \STATE { Update $\psi_v$ to minimize the Extreme-V  $J(\psi_v)$}
        \STATE  { Update $\omega_i$ to maximize the local WBC loss $\Psi(\omega_i)$}
   \ENDFOR
 \STATE Return $\pi_i(a_i|o_i;\omega_i)$, $i=1,...,n$
 \end{algorithmic}
\end{algorithm}[t!]
\caption{\textbf{ O-MAPL}}
\label{algo:O-MAPL}
    \centering
 [1]
 \STATE \textbf{Input:} Parameters $\theta, \psi_q,\psi_v, \omega_i$\theta, \psi_q,\psi_v, \omega_i. Offline data $\cP$\cP.
 \STATE \textbf{Output:} Local optimized polices $\pi_i$\pi_i.
\FOR{\textit{a certain number of training steps}}\textit{a certain number of training steps}
     \STATE { Update  $\psi_q$ and $\theta$  to maximize $\cL(\psi_q,\psi_v,\theta)$} Update  $\psi_q$\psi_q and $\theta$\theta  to maximize $\cL(\psi_q,\psi_v,\theta)$\cL(\psi_q,\psi_v,\theta) 
        \STATE { Update $\psi_v$ to minimize the Extreme-V  $J(\psi_v)$} Update $\psi_v$\psi_v to minimize the Extreme-V  $J(\psi_v)$J(\psi_v)
        \STATE  { Update $\omega_i$ to maximize the local WBC loss $\Psi(\omega_i)$} Update $\omega_i$\omega_i to maximize the local WBC loss $\Psi(\omega_i)$\Psi(\omega_i)
   \ENDFOR
 \STATE Return $\pi_i(a_i|o_i;\omega_i)$\pi_i(a_i|o_i;\omega_i), $i=1,...,n$i=1,...,n",2501.18944,Practical Algorithm
3102377,8,"The offline dataset for SMACv2 was derived from the ComaDICE paper \citep{bui2025comadice}, where MAPPO \citep{yu2022surprising} was used to train agents over 10e6 steps, followed by random sampling of 1k trajectories. This dataset primarily represents medium-quality data. To ensure varying quality levels, we created additional datasets for poor and expert levels.",2501.18944,Additional Details
3102268,8,"Furthermore, Table~\ref{tab:SMAC:winrates} demonstrates that our algorithm, O-MAPL, achieves higher win rates in most SMAC tasks when using LLM-generated data than when using the ruled-based generated data. This finding highlights the potential of leveraging LLMs for rich and cost-effective data generation, substantially improving environment understanding and policy learning in complex multi-agent tasks.",2501.18944,Experiments
3102285,8,"Since the mixing network \( \mathcal{M}_{w}[\mathbf{v}] \) is linear in \( \mathbf{v} \), we can see that the term 
\[
\mathbb{E}_{(\mathbf{s}, \mathbf{a}) \sim \mu_{\text{tot}}} \left[\frac{\mathcal{M}_w[\mathbf{q}(\mathbf{s}, \mathbf{a})] - \mathcal{M}_w[\mathbf{v}(\mathbf{s})]}{\beta} \right]
\]
is also linear in \( \mathbf{v} \).",2501.18944,Missing Proofs
3102225,8,"To address these challenges, we propose a value factorization method, specifically designed to ensure scalability in multi-agent environments while preserving the alignment between global and local objectives, thereby enabling stable and effective learning.
Our approach involves factorizing the global value functions \( Q_{\text{tot}} \) Q_{\text{tot}}\text{tot}  and \( V_{\text{tot}} \) V_{\text{tot}}\text{tot}  into local functions using a mixing network architecture. Specifically, let \( \mathbf{q}(\mathbf{s}, \mathbf{a}) = \{q_1(s_1, a_1), \ldots, q_n(s_n, a_n)\} \) \mathbf{q}(\mathbf{s}, \mathbf{a}) = \{q_1(s_1, a_1), \ldots, q_n(s_n, a_n)\}  be a set of local Q-functions, and \( \mathbf{v}(\mathbf{s}) = \{v_1(s_1), \ldots, v_n(s_n)\} \) \mathbf{v}(\mathbf{s}) = \{v_1(s_1), \ldots, v_n(s_n)\}  represent a set of local V-functions. To enable centralized learning, we introduce a mixing network \( \mathcal{M}_w \) \mathcal{M}_w , parameterized by learnable weights \( w \) w , which combines the local functions \( \mathbf{q} \) \mathbf{q}  and \( \mathbf{v} \) \mathbf{v}  to construct the global value functions \( Q_{\text{tot}} \) Q_{\text{tot}}\text{tot}  and \( V_{\text{tot}} \) V_{\text{tot}}\text{tot}  as follows:
\[
Q_{\text{tot}}(\mathbf{s}, \mathbf{a}) = \mathcal{M}_w[\mathbf{q}(\mathbf{s}, \mathbf{a})]; \quad V_{\text{tot}}(\mathbf{s}) = \mathcal{M}_w[\mathbf{v}(\mathbf{s})].
\]
Q_{\text{tot}}\text{tot}(\mathbf{s}, \mathbf{a}) = \mathcal{M}_w[\mathbf{q}(\mathbf{s}, \mathbf{a})]; \quad V_{\text{tot}}\text{tot}(\mathbf{s}) = \mathcal{M}_w[\mathbf{v}(\mathbf{s})].",2501.18944,Multi-agent Preference-based RL (PbRL)
3102378,9,"\subsubsection{MaMujoco Dataset}
MaMujoco \citep{deWitt2020DeepMARL} is a benchmark for continuous cooperative multi-agent robotic control. Derived from OpenAI Gym's MuJoCo suite, MaMujoco introduces scenarios where multiple agents within a single robot must solve tasks cooperatively. We evaluate on the tasks \texttt{Hopper-v2}, \texttt{Ant-v2}, and \texttt{HalfCheetah-v2}. The offline dataset for MaMujoco was sourced from the work of Xiangsen et al., who used the HAPPO method to train agents. Each task includes datasets with varying quality levels: medium-replay, medium, and expert.",2501.18944,Additional Details
3102269,9,"Finally, we present evaluation curves for both SMACv2 (Figure~\ref{fig:smacv2:winrates}) and MaMujoco tasks (Figure~\ref{fig:mujoco-smac}). The results show that O-MAPL consistently and significantly outperforms other baselines throughout the training process. Our algorithm converges faster, achieving high win rates and returns at earlier training stages across most tasks. This demonstrates the effectiveness of our multi-agent end-to-end preference learning approach, supported by a systematic and carefully designed value decomposition.",2501.18944,Experiments
3102286,9,"Moreover, the exponential function \( e^x \) is always convex in \( x \). Thus, in a similar way as shown above, we can prove that",2501.18944,Missing Proofs
3102226,9,"For notational simplicity, let us  define:
\begin{align}
    R_w[\bq,\bv](\bs,\ba) &=  Q_{tot}(\bs,\ba) -  \gamma \mathbb{E}_{\bs' \sim P(\cdot | \bs, \ba)} V_{tot}(\bs') \nonumber\\
    &= \cM_w[\bq(\bs,\ba)] - \gamma \mathbb{E}_{\bs' \sim P(\cdot | \bs, \ba)} \cM_w[\bv(\bs')]\nonumber
\end{align}\begin{align}
    R_w[\bq,\bv](\bs,\ba) &=  Q_{tot}(\bs,\ba) -  \gamma \mathbb{E}_{\bs' \sim P(\cdot | \bs, \ba)} V_{tot}(\bs') \nonumber\\
    &= \cM_w[\bq(\bs,\ba)] - \gamma \mathbb{E}_{\bs' \sim P(\cdot | \bs, \ba)} \cM_w[\bv(\bs')]\nonumber
\end{align}
    R_w[\bq,\bv](\bs,\ba) &=  Q_{tot}tot(\bs,\ba) -  \gamma \mathbb{E}_{\bs' \sim P(\cdot | \bs, \ba)}\bs' \sim P(\cdot | \bs, \ba) V_{tot}tot(\bs') \nonumber\\
    &= \cM_w[\bq(\bs,\ba)] - \gamma \mathbb{E}_{\bs' \sim P(\cdot | \bs, \ba)}\bs' \sim P(\cdot | \bs, \ba) \cM_w[\bv(\bs')]\nonumber",2501.18944,Multi-agent Preference-based RL (PbRL)
3102379,10,\subsection{LLM-based Preference Annotations},2501.18944,Additional Details
3102270,10,"Additional  details on dataset generation, hype-parameters, and detailed returns and win rates for all tasks  can be found in the appendix.",2501.18944,Experiments
