id,paragraph_id,paper_section,paper_arxiv_id,reference_label,reference_type
6248192,4,Experiment II: Conditionally Colored MNIST,2408.07016v1,tab:explicitness_exp_ii,table
6248502,88,Appendix,2501.04126v2,tab:train_prior_table,table
6248203,0,Modularity vs. Minimality for Disentanglement,2408.07016v1,tab:cos_exps_min,table
6248205,0,Modularity vs. Minimality for Disentanglement,2408.07016v1,tab:cos_exps,table
6248470,3,Experiments,2501.04126v2,tab:OFM_table,table
6248472,4,Experiments,2501.04126v2,tab:OFM_table,table
6248503,89,Appendix,2501.04126v2,tab:reg_table_part_a,table
6248475,5,Experiments,2501.04126v2,tab:OFM_table,table
6248207,1,Modularity vs. Minimality for Disentanglement,2408.07016v1,tab:results_mod,table
6248504,89,Appendix,2501.04126v2,tab:reg_table_part_b,table
6248208,1,Modularity vs. Minimality for Disentanglement,2408.07016v1,tab:results_min,table
6248209,2,Modularity vs. Minimality for Disentanglement,2408.07016v1,tab:results_min,table
6248593,8,Experimental Details,2501.13904v3,table_setup,table
6248505,89,Appendix,2501.04126v2,tab:reg_table_part_c,table
6248606,26,Experimental Details,2501.13904v3,table_rank0.0,table
6248210,3,Modularity vs. Minimality for Disentanglement,2408.07016v1,tab:results_min,table
6248525,12,Automatic Results on Additional LLMs ,2411.15993v1,table:llms,table
6248213,4,Modularity vs. Minimality for Disentanglement,2408.07016v1,tab:results_min,table
6248607,26,Experimental Details,2501.13904v3,table_rank0.4,table
6248608,26,Experimental Details,2501.13904v3,table_rank0.2,table
6248535,20,Automatic Results on Additional LLMs ,2411.15993v1,tab:ragExamples,table
6248609,26,Experimental Details,2501.13904v3,table_rank0.1,table
6248668,7, is effective as training data generator,2412.12175v1,tab:tom_benchmarks_acc,table
6248537,23,Automatic Results on Additional LLMs ,2411.15993v1,tab:ragExamples,table
6248672,2,On underlying skills needed for theory of mind,2412.12175v1,tab:int_vs_no_int,table
6248679,0,Additional Experiments,2412.12175v1,tab:infilling,table
6248692,10,Methods,2406.04138v2,table:timm,table
6248633,2, as an evaluation benchmark,2412.12175v1,tab:eval_benchmark_accuracy,table
6248641,7, as an evaluation benchmark,2412.12175v1,tab:crossmodeleval,table
6248642,8, as an evaluation benchmark,2412.12175v1,tab:eval_benchmark_accuracy,table
6248557,2,Related Work,2501.13904v3,table_related,table
6248644,12, as an evaluation benchmark,2412.12175v1,tab:eval_benchmark_accuracy,table
6248714,6,Appendix,2406.04138v2,table:timm,table
6248647,15, as an evaluation benchmark,2412.12175v1,tab:tom_benchmarks_acc,table
6248574,39,Proposed Method,2501.13904v3,sigma,table
6248651,23, as an evaluation benchmark,2412.12175v1,tab:int_vs_no_int,table
6248718,0,Experiment Configuration,2410.04297v1,tab:datasets,table
6248720,0,Results,2410.04297v1,tab:main_results,table
6248576,39,Proposed Method,2501.13904v3,sigma,table
6248726,3,Towards Understanding the Optimal Bootstrap Rate,2410.04297v1,tab:neighbors_correlation,table
6248660,31, as an evaluation benchmark,2412.12175v1,tab:crossmodeleval,table
6248661,33, as an evaluation benchmark,2412.12175v1,tab:eval_benchmark_accuracy,table
6248579,7,Experiments,2501.13904v3,table_local,table
6248663,1, is effective as training data generator,2412.12175v1,tab:eval_benchmark_accuracy,table
6248727,9,Towards Understanding the Optimal Bootstrap Rate,2410.04297v1,tab:main_results,table
6248580,7,Experiments,2501.13904v3,table_cifar,table
6248732,13,"Citations, figures, tables, references",2504.02349v1,sample-table,table
6248581,7,Experiments,2501.13904v3,table_cifar,table
6248739,0,Experiments,2410.09940v2,app:setup,table
6248756,6,Additional Results,2410.09940v2,tab:pruning_heloc_ann_s,table
6248757,6,Additional Results,2410.09940v2,tab:pruning_qnli,table
6248745,21,Experiments,2410.09940v2,tab:pruning_heloc_lr,table
6248582,8,Experiments,2501.13904v3,table_neighbor,table
6248746,21,Experiments,2410.09940v2,tab:pruning_tracin,table
6248758,8,Additional Results,2410.09940v2,tab:noisy_appendix,table
6248584,9,Experiments,2501.13904v3,table_local,table
6248786,3,Experimental Details,2410.19406v2,task-groups,table
6248747,23,Experiments,2410.09940v2,tab:noisy,table
6248585,9,Experiments,2501.13904v3,table_neighbor,table
6248840,16,Further Results and Discussion,2410.19406v2,tab:statistical-tests,table
6248788,7,Experimental Details,2410.19406v2,sampling-params-table,table
6249008,2,From Node Repulsion to Dimension Regularization,2405.00172v2,tab:notation,table
6248790,8,Experimental Details,2410.19406v2,sampling-params-table,table
6248791,10,Experimental Details,2410.19406v2,sampling-params-table,table
6248935,70,Proof from Section ,2410.19705v1,lemma:martingale,table
6249024,2,Experiments,2405.00172v2,tab:datasets,table
6248947,12,Sequence Order Recall Task,2410.08133v1,appendix:prompt-list,table
6249114,2,Hyperparameters,2411.00666v1,tab:sweep_ranges,table
6249028,7,Experiments,2405.00172v2,table:line-metrics,table
6249115,4,Hyperparameters,2411.00666v1,tab:sweep_results,table
6248955,3,Book-sort Dataset and Evaluation,2410.08133v1,tab:segdist,table
6249029,7,Experiments,2405.00172v2,table:node2vec-metrics,table
6248957,8,Book-sort Dataset and Evaluation,2410.08133v1,table:all_models_name,table
6248961,5,Results,2410.08133v1,tab:stm_results,table
6249121,15,Proposed Model : FIA-Net,2502.19983v1,tab:complexity_analysis,table
6249054,1,Experimental Methodology,2405.00172v2,tab:ogb-metrics,table
6249131,3,Results and Discussion,2502.19983v1,table:main_results,table
6249132,35,Results and Discussion,2502.19983v1,table:main_results,table
6248965,7,Results,2410.08133v1,tab:stm_results,table
6249055,1,Experimental Methodology,2405.00172v2,tab:ogb-metrics,table
6248969,8,Results,2410.08133v1,tab:accuracy_diff_results_part1,table
6249133,35,Results and Discussion,2502.19983v1,table:WMM vs HCM,table
6248970,8,Results,2410.08133v1,tab:accuracy_diff_results_part2,table
6249056,1,Experimental Methodology,2405.00172v2,tab:ogb-metrics,table
6248975,2,Additional details on  data set,2410.08133v1,tab:books,table
6249140,44,Results and Discussion,2502.19983v1,table:real_imag,table
6249058,2,Supplemental Evaluation,2405.00172v2,table:weighted-negatives,table
6249141,45,Results and Discussion,2502.19983v1,table:Real VS Imag Table Appendix,table
6249142,23,Additional Experimental Details,2502.19983v1,table:hyperparams,table
6248976,6,Additional details on  data set,2410.08133v1,tab:segdist,table
6249373,13,Community detection by R-SCORE for the logit-DCBM,2502.16728v1,thm:main,table
6248977,0,Model and prompting details,2410.08133v1,table:all_models_name,table
6248978,8,Model and prompting details,2410.08133v1,appendix:rag-search-queries,table
6248980,8,Model and prompting details,2410.08133v1,appendix:rag-search-queries,table
6248982,9,Model and prompting details,2410.08133v1,appendix:prompt-list,table
6249150,74,Additional Ablation Studies,2502.19983v1,tab:complexity_analysis,table
6249291,25,Symbolic Neural Networks,2405.20174v2,tab:symbolic_against_numerical,table
6249392,15,Community detection by R-SCORE for the logit-DCBM,2502.16728v1,thm:main,table
6249305,3,Computational Demonstration,2405.20174v2,tab:volumes,table
6249309,0,Further Experimental Details,2405.20174v2,tab:compute_details,table
6248983,10,Model and prompting details,2410.08133v1,appendix:prompt-validation-results,table
6248984,10,Model and prompting details,2410.08133v1,appendix:rag-prompt-list,table
6249495,164,The error rate of R-SCORE,2502.16728v1,thm:main,table
6248987,2,Additional details on $ $ results,2410.08133v1,tab:accuracy_diff_results_part1,table
6248988,2,Additional details on $ $ results,2410.08133v1,tab:accuracy_diff_results_part2,table
6249411,0,The error rate of R-SCORE,2502.16728v1,thm:main,table
6249497,165,The error rate of R-SCORE,2502.16728v1,thm:main,table
6249419,0,The error rate of R-SCORE,2502.16728v1,thm:main,table
6249422,0,The error rate of R-SCORE,2502.16728v1,thm:main,table
6249499,169,The error rate of R-SCORE,2502.16728v1,thm:main,table
6249430,0,The error rate of R-SCORE,2502.16728v1,thm:main,table
6249433,0,The error rate of R-SCORE,2502.16728v1,thm:main,table
6249501,7,Introduction,2410.12334v1,tab:table1,table
6249441,0,The error rate of R-SCORE,2502.16728v1,thm:main,table
6249821,20,Appendix,2411.02572v2,table:bmdbpertcon,table
6249998,7,Results,2403.07320v2,tab:BD_rate_Kodak,table
6249444,0,The error rate of R-SCORE,2502.16728v1,thm:main,table
6249462,100,The error rate of R-SCORE,2502.16728v1,thm:main,table
6249465,106,The error rate of R-SCORE,2502.16728v1,thm:main,table
6249969,9,Qualitative Comparison of Token-level Geometry to Previous Prompt-level Studies,2501.10573v1,table:spearman_opt,table
6250001,7,Results,2403.07320v2,tab:runtime_Kodak,table
6249466,106,The error rate of R-SCORE,2502.16728v1,thm:main,table
6250008,0,Additional Results,2403.07320v2,tab:BD_rate_Kodak,table
6249467,106,The error rate of R-SCORE,2502.16728v1,thm:main,table
6249469,124,The error rate of R-SCORE,2502.16728v1,thm:main,table
6250009,0,Additional Results,2403.07320v2,tab:runtime_Kodak,table
6249470,125,The error rate of R-SCORE,2502.16728v1,thm:main,table
6250019,4,Experimental Setup,2503.05977v1,tab:candidate-judges,table
6249471,125,The error rate of R-SCORE,2502.16728v1,thm:main,table
6250020,5,Experimental Setup,2503.05977v1,tab:candidate-judges,table
6249472,125,The error rate of R-SCORE,2502.16728v1,thm:main,table
6249476,151,The error rate of R-SCORE,2502.16728v1,thm:main,table
6250046,11,Case Studies in Discrimination Testing,2412.21052v1,tab:hiring_qualitative,table
6249477,154,The error rate of R-SCORE,2502.16728v1,thm:main,table
6250047,11,Case Studies in Discrimination Testing,2412.21052v1,tab:hiring_qualitative_2,table
6249478,154,The error rate of R-SCORE,2502.16728v1,thm:main,table
6250052,4,Additional Experiment Information,2412.21052v1,tab:synth_personas,table
6249485,155,The error rate of R-SCORE,2502.16728v1,thm:main,table
6249487,156,The error rate of R-SCORE,2502.16728v1,thm:main,table
6250138,19,Efficient Computation and Storage of Data Value Embedding,2412.09538v1,tb:complexity,table
6250053,5,Additional Experiment Information,2412.21052v1,tab:resume_generate_prompt,table
6250143,21,Efficient Computation and Storage of Data Value Embedding,2412.09538v1,tb:complexity,table
6250054,6,Additional Experiment Information,2412.21052v1,tab:resume_generate_prompt,table
6250155,8,Experiments,2412.09538v1,tb:efficiency,table
6250173,75,Algorithm Details,2412.09538v1,tb:complexity,table
6250179,78,Algorithm Details,2412.09538v1,tb:complexity,table
6250055,8,Additional Experiment Information,2412.21052v1,tab:keywords,table
6250200,14,Additional Experiments,2412.09538v1,tb:mislabel-detection,table
6250056,9,Additional Experiment Information,2412.21052v1,tab:resume_generate_prompt,table
6250201,17,Additional Experiments,2412.09538v1,tb:data-selection,table
6250288,16,An experimental framework to study disentanglement,2405.15756v4,tab:inference_speed,table
6250058,12,Additional Experiment Information,2412.21052v1,tab:hiring_qualitative,table
6250290,16,An experimental framework to study disentanglement,2405.15756v4,tab:llama_results,table
6250202,17,Additional Experiments,2412.09538v1,tb:data-selection,table
6250291,16,An experimental framework to study disentanglement,2405.15756v4,tab:Llama_sparse_performance,table
6250059,12,Additional Experiment Information,2412.21052v1,tab:hiring_qualitative_2,table
6250294,20,An experimental framework to study disentanglement,2405.15756v4,tab:Llama_sparse_performance,table
6250324,57,Acknowledgments,2405.15756v4,tab:llama_results,table
6250060,18,Additional Experiment Information,2412.21052v1,tab:red-teaming-prompts,table
6250325,57,Acknowledgments,2405.15756v4,tab:pythia_results,table
6250295,20,An experimental framework to study disentanglement,2405.15756v4,tab:llama_results,table
6250061,18,Additional Experiment Information,2412.21052v1,tab:hyperparam-RedLM,table
6250296,20,An experimental framework to study disentanglement,2405.15756v4,tab:pythia_results,table
6250301,14,Acknowledgments,2405.15756v4,tab:llama_results,table
6250329,64,Acknowledgments,2405.15756v4,tab:perplexity,table
6250062,21,Additional Experiment Information,2412.21052v1,tab:red-teaming-prompts,table
6250347,11,Appendix,2405.15756v4,tab:llama_results,table
6250348,11,Appendix,2405.15756v4,tab:pythia_results,table
6250302,14,Acknowledgments,2405.15756v4,tab:pythia_results,table
6250063,21,Additional Experiment Information,2412.21052v1,tab:hyperparam-candidatemodel,table
6250306,21,Acknowledgments,2405.15756v4,tab:perplexity,table
6250350,17,Appendix,2405.15756v4,tab:inference_speed,table
6250066,22,Additional Experiment Information,2412.21052v1,tab:hyperparam-RedLM,table
6250356,26,Appendix,2405.15756v4,tab:perplexity,table
6250067,22,Additional Experiment Information,2412.21052v1,tab:hyperparam-candidatemodel,table
6250367,45,Appendix,2405.15756v4,tab:Llama_sparse_performance,table
6250068,27,Additional Experiment Information,2412.21052v1,tab:hyperparam-candidatemodel,table
6250368,45,Appendix,2405.15756v4,tab:Llama_sparse_performance,table
6250069,27,Additional Experiment Information,2412.21052v1,tab:multi-turn-prompts,table
6250377,11,Evaluation,2412.12953v1,tab: CALVIN Long horizon,table
6250378,15,Evaluation,2412.12953v1,tab: CALVIN Long horizon,table
6250071,27,Additional Experiment Information,2412.21052v1,tab:hyperparam-RedLM,table
6250380,45,Appendix / supplemental material,2412.12953v1,tab: transposed state-based results,table
6250072,27,Additional Experiment Information,2412.21052v1,tab:hyperparam-candidatemodel,table
6253555,8,Experiments,2207.08012v5,table:multi-agent-performance,table
6253559,14,Experiments,2207.08012v5,table:zsc,table
6253583,2,Agent architecture \& training,2207.08012v5,table:hyperparams,table
6253592,13,Further experiments:,2207.08012v5,table:zsc-lstm-vs-esbn-vs-dcem,table
6267835,14,Experiments,2312.08558v2,tab:ablation_fov_motion,table
6256630,11,Experimental Setting,2311.18578v3,tab:best_hyper,table
6268037,4,Introduction,2402.04416v3,tab:promblem_setting,table
6268040,1,Related Work,2402.04416v3,tab:promblem_setting,table
6268072,35,Method,2402.04416v3,tab:qualitative-descriptors-and-scores,table
6268074,47,Method,2402.04416v3,tab:diverse-datasets-results,table
6268075,47,Method,2402.04416v3,tab:dg-results,table
6268076,48,Method,2402.04416v3,tab:ablations-1,table
6268077,48,Method,2402.04416v3,tab:ablations-2,table
6267836,16,Experiments,2312.08558v2,tab:arch_differences,table
6268078,48,Method,2402.04416v3,tab:ablations-3,table
6267837,16, Dataset,2312.08558v2,tab:gaze_noise,table
6268080,48,Method,2402.04416v3,tab:hypers,table
6268129,112,Method,2402.04416v3,tab:hypers,table
6268130,114,Method,2402.04416v3,tab:hypers,table
6267838,18, Dataset,2312.08558v2,tab:gaze_noise,table
6268152,147,Method,2402.04416v3,tab:qualitative-descriptors-and-scores,table
6268081,48,Method,2402.04416v3,tab:dataset-construction-hypers,table
6268221,4,Experimental Details and Additional Results,2402.04416v3,tab:ablations-2,table
6268103,82,Method,2402.04416v3,tab:hypers,table
6268154,148,Method,2402.04416v3,tab:qualitative-descriptors-and-scores,table
6268222,5,Experimental Details and Additional Results,2402.04416v3,tab:ablations-1,table
6268157,163,Method,2402.04416v3,tab:diverse-datasets-results,table
6268104,82,Method,2402.04416v3,tab:dataset-construction-hypers,table
6268223,5,Experimental Details and Additional Results,2402.04416v3,tab:ablations-2,table
6268105,82,Method,2402.04416v3,tab:dataset-construction-hypers,table
6268158,163,Method,2402.04416v3,tab:dg-results,table
6268224,6,Experimental Details and Additional Results,2402.04416v3,tab:ablations-3,table
6268159,164,Method,2402.04416v3,tab:ablations-1,table
6268108,84,Method,2402.04416v3,tab:ablations-1,table
6268225,7,Experimental Details and Additional Results,2402.04416v3,tab:ablations-3,table
6268109,84,Method,2402.04416v3,tab:ablations-2,table
6268160,164,Method,2402.04416v3,tab:ablations-2,table
6268226,7,Experimental Details and Additional Results,2402.04416v3,tab:ablations-3,table
6268161,164,Method,2402.04416v3,tab:ablations-3,table
6268110,85,Method,2402.04416v3,tab:ablations-3,table
6268111,85,Method,2402.04416v3,tab:ablations-3,table
6268227,8,Experimental Details and Additional Results,2402.04416v3,tab:ablations-3,table
6268112,86,Method,2402.04416v3,tab:dataset-construction-hypers,table
6268163,164,Method,2402.04416v3,tab:hypers,table
6268228,9,Experimental Details and Additional Results,2402.04416v3,tab:dataset-construction-hypers,table
6268164,164,Method,2402.04416v3,tab:dataset-construction-hypers,table
6268229,9,Experimental Details and Additional Results,2402.04416v3,tab:dataset-construction-hypers,table
6268165,183,Method,2402.04416v3,tab:ablations-1,table
6268479,2,Catastrophic forgetting of LLMs,2502.11019v2,tab:sec3:data,table
6268231,35,Experimental Details and Additional Results,2402.04416v3,tab:dataset-construction-hypers,table
6268485,7,Catastrophic forgetting of LLMs,2502.11019v2,tab:sec3:main,table
6268166,183,Method,2402.04416v3,tab:ablations-2,table
6268167,183,Method,2402.04416v3,tab:ablations-3,table
6268234,9,Detailed Description and Motivation of Algorithm 2,2402.04416v3,tab:qualitative-descriptors-and-scores,table
6268168,1,Experiments,2402.04416v3,tab:diverse-datasets-results,table
6268488,8,Catastrophic forgetting of LLMs,2502.11019v2,tab:sec3:main,table
6268266,35,Detailed Description and Motivation of Algorithm 2,2402.04416v3,tab:hypers,table
6268490,9,Catastrophic forgetting of LLMs,2502.11019v2,tab:sec3:main,table
6268169,1,Experiments,2402.04416v3,tab:dg-results,table
6268267,37,Detailed Description and Motivation of Algorithm 2,2402.04416v3,tab:hypers,table
6268170,2,Experiments,2402.04416v3,tab:ablations-1,table
6268507,7,Causal Pathway to Forgetting through Function Vectors,2502.11019v2,tab:sec3:main,table
6268514,13,Function Vector Guided Training Design,2502.11019v2,table:main,table
6268573,2,Experiments,2504.11457v1,tab:marigold,table
6268520,3,Datasets,2502.11019v2,table:trace,table
6268171,2,Experiments,2402.04416v3,tab:ablations-2,table
6268575,4,Experiments,2504.11457v1,tab:ris,table
6268172,2,Experiments,2402.04416v3,tab:ablations-3,table
6268521,6,Datasets,2502.11019v2,table:superni,table
6268576,5,Experiments,2504.11457v1,tab:ris,table
6268522,9,Datasets,2502.11019v2,table:template_inst,table
6268174,2,Experiments,2402.04416v3,tab:hypers,table
6268578,6,Experiments,2504.11457v1,tab:ris,table
6268175,2,Experiments,2402.04416v3,tab:dataset-construction-hypers,table
6268524,0,Extended Experimental Results,2502.11019v2,table:app:more,table
6268579,6,Experiments,2504.11457v1,tab:guidance,table
6268528,10,Extended Experimental Results,2502.11019v2,app:table:model_average,table
6268209,66,Proofs,2402.04416v3,tab:hypers,table
6268581,8,Experiments,2504.11457v1,tab:generalist,table
6268211,1,Experimental Details and Additional Results,2402.04416v3,tab:hypers,table
6268212,1,Experimental Details and Additional Results,2402.04416v3,tab:dataset-construction-hypers,table
6268646,7,Experiments,2410.12557v3,table:benchmark,table
6268584,12,Experiments,2504.11457v1,tab:ablation_sampling,table
6268664,8,Evaluation of Judge Decoding,2501.19309v1,tab:speedups,table
6268213,1,Experimental Details and Additional Results,2402.04416v3,tab:dataset-construction-hypers,table
6268591,17,Experiments,2504.11457v1,tab:ris,table
6268214,1,Experimental Details and Additional Results,2402.04416v3,tab:dataset-construction-hypers,table
6268665,9,Evaluation of Judge Decoding,2501.19309v1,tab:speedups,table
6268592,17,Experiments,2504.11457v1,tab:ablation_sampling,table
6268666,11,Evaluation of Judge Decoding,2501.19309v1,tab:speedups,table
6268215,2,Experimental Details and Additional Results,2402.04416v3,tab:dataset-construction-hypers,table
6268598,3,Implementation Details,2504.11457v1,tab:ris,table
6268220,4,Experimental Details and Additional Results,2402.04416v3,tab:ablations-1,table
6268680,0,Algorithm,2409.20489v1,thm:main,table
6268603,8,Implementation Details,2504.11457v1,tab:generalist,table
6268684,14,Algorithm,2409.20489v1,thm:main,table
6268789,5,Experiments,2406.03068v2,tab:pythia-top5-madrid,table
6268734,8,Preliminaries,2406.03068v2,tab:pythia-top5-madrid,table
6268624,2,Additional Ablation Studies,2504.11457v1,tab:ris,table
6268793,10,Experiments,2406.03068v2,tab:gsm8k,table
6268626,3,Additional Ablation Studies,2504.11457v1,tab:color_mask,table
6268942,253,Proof of Theorem~,2406.03068v2,tab:mu_sig_R_for_WV,table
6268840,13,More Experiments on Pythia,2406.03068v2,tab:factual_inputs_outputs,table
6268628,5,Additional Ablation Studies,2504.11457v1,tab:ris,table
6268848,28,Proof of Theorem~,2406.03068v2,tab:mu_sig_R_for_WV,table
6268849,29,Proof of Theorem~,2406.03068v2,tab:mu_sig_R_for_WV,table
6268943,253,Proof of Theorem~,2406.03068v2,tab:mu_sig_R_for_WV,table
6268630,5,Additional Ablation Studies,2504.11457v1,tab:supp_intermediate,table
6268949,255,Proof of Theorem~,2406.03068v2,tab:mu_sig_R_for_WV,table
6268850,32,Proof of Theorem~,2406.03068v2,tab:mu_sig_R_for_WV,table
6268635,8,Additional Ablation Studies,2504.11457v1,tab:supp_ablation_linear,table
6268960,6,Proof for First and Second moments in Lemma~,2406.03068v2,tab:moment_lemma_index,table
6268950,255,Proof of Theorem~,2406.03068v2,tab:mu_sig_R_for_WV,table
6268637,9,Additional Ablation Studies,2504.11457v1,tab:augmentation_types,table
6268955,257,Proof of Theorem~,2406.03068v2,tab:mu_sig_R_for_WV,table
6268972,5,Proof of Theorem~: Training Dynamics of the Attention Layer,2406.03068v2,tab:mu_sig_R_for_WV,table
6268638,11,Additional Ablation Studies,2504.11457v1,tab:comparison_other_weights,table
6268956,257,Proof of Theorem~,2406.03068v2,tab:mu_sig_R_for_WV,table
6268639,12,Additional Ablation Studies,2504.11457v1,tab:comparison_other_augs,table
6269150,199,Structured Hypothesis Classes,2402.04875v6,lemma1,table
6269029,7,Input Examples for LLMs,2406.03068v2,tab:factual_inputs_outputs,table
6269283,8,Proofs and Extensions,2402.04875v6,thm2,table
6269051,13,Structured Hypothesis Classes,2402.04875v6,lemma1,table
6269053,17,Structured Hypothesis Classes,2402.04875v6,lemma1,table
6269054,36,Structured Hypothesis Classes,2402.04875v6,lemma1,table
6269056,40,Structured Hypothesis Classes,2402.04875v6,lemma1,table
6269057,59,Structured Hypothesis Classes,2402.04875v6,lemma1,table
6269059,63,Structured Hypothesis Classes,2402.04875v6,lemma1,table
6269061,81,Structured Hypothesis Classes,2402.04875v6,thm1,table
6269062,81,Structured Hypothesis Classes,2402.04875v6,thm1,table
6269153,211,Structured Hypothesis Classes,2402.04875v6,lemma1,table
6269157,223,Structured Hypothesis Classes,2402.04875v6,lemma1,table
6269165,242,Structured Hypothesis Classes,2402.04875v6,thm: ssm,table
6269169,242,Structured Hypothesis Classes,2402.04875v6,thm: ssm,table
6269179,246,Structured Hypothesis Classes,2402.04875v6,lemma1,table
6269190,269,Structured Hypothesis Classes,2402.04875v6,lemma1,table
6269200,292,Structured Hypothesis Classes,2402.04875v6,lemma1,table
6269211,322,Structured Hypothesis Classes,2402.04875v6,thm:vrnn,table
6269287,8,Proofs and Extensions,2402.04875v6,thm_pe_gn,table
6269215,325,Structured Hypothesis Classes,2402.04875v6,thm:vrnn,table
6269063,81,Structured Hypothesis Classes,2402.04875v6,thm1,table
6269306,17,Proofs and Extensions,2402.04875v6,lemma1,table
6269074,88,Structured Hypothesis Classes,2402.04875v6,lemma1,table
6269219,325,Structured Hypothesis Classes,2402.04875v6,thm:vrnn,table
6269310,21,Proofs and Extensions,2402.04875v6,lemma1,table
6269223,328,Structured Hypothesis Classes,2402.04875v6,thm1,table
6269075,115,Structured Hypothesis Classes,2402.04875v6,lemma1,table
6269314,37,Proofs and Extensions,2402.04875v6,lemma1,table
6269076,142,Structured Hypothesis Classes,2402.04875v6,lemma1,table
6269224,328,Structured Hypothesis Classes,2402.04875v6,thm:vrnn,table
6269318,41,Proofs and Extensions,2402.04875v6,lemma1,table
6269228,328,Structured Hypothesis Classes,2402.04875v6,tab:lg-1-R2,table
6269077,170,Structured Hypothesis Classes,2402.04875v6,thm1,table
6269322,58,Proofs and Extensions,2402.04875v6,lemma1,table
6269081,170,Structured Hypothesis Classes,2402.04875v6,thm1,table
6269235,333,Structured Hypothesis Classes,2402.04875v6,tab:cg-2,table
6269326,62,Proofs and Extensions,2402.04875v6,lemma1,table
6269237,8,General Hypothesis Classes,2402.04875v6,thm: fh,table
6269085,174,Structured Hypothesis Classes,2402.04875v6,thm1,table
6269332,78,Proofs and Extensions,2402.04875v6,lemma1,table
6269094,181,Structured Hypothesis Classes,2402.04875v6,thm1,table
6269095,181,Structured Hypothesis Classes,2402.04875v6,thm1,table
6269275,0,Discussion and limitations,2402.04875v6,thm: ifh,table
6269335,106,Proofs and Extensions,2402.04875v6,lemma1,table
6269277,0,Discussion and limitations,2402.04875v6,thm: ifh,table
6269279,1,Proofs and Extensions,2402.04875v6,lemma1,table
6269337,134,Proofs and Extensions,2402.04875v6,lemma1,table
6269354,170,Proofs and Extensions,2402.04875v6,lemma1,table
6269361,181,Proofs and Extensions,2402.04875v6,lemma1,table
6269522,6,Experiments,2402.04875v6,tab:lg-failure-arbitrary-expressive-H,table
6269367,192,Proofs and Extensions,2402.04875v6,lemma1,table
6269565,12,Method,2410.01103v1,tab:simulated-kl-divergence,table
6269389,209,Proofs and Extensions,2402.04875v6,thm:vrnn,table
6269573,6,Evaluation,2410.01103v1,tab:lipograms,table
6269393,209,Proofs and Extensions,2402.04875v6,thm:vrnn,table
6269581,12,Evaluation,2410.01103v1,tab:bigcodebench_only_different,table
6269395,222,Proofs and Extensions,2402.04875v6,thm:vrnn,table
6269583,12,Evaluation,2410.01103v1,tab:bigcodebench_all_results,table
6269672,4,Experiments,2410.18403v2,tab:bpti,table
6269589,0,Additional BigCodeBench Results,2410.01103v1,tab:bigcodebench_all_results,table
6269676,11,Experiments,2410.18403v2,tab:apo,table
6269841,2,Results,2411.09893v2,tab:NRNSTable,table
6269700,3,Implementation details,2410.18403v2,tab:t5-hp,table
6269846,3,Ablation Study,2411.09893v2,tab:ablationTable,table
6269989,11,Experiments,2405.18418v3,tab:proxies,table
6269925,24,Introduction,2405.18418v3,tab:proxies,table
6269702,3,Implementation details,2410.18403v2,tab:t5-hp,table
6269941,45,Introduction,2405.18418v3,tab:tracking-metrics,table
6270005,1,Additional Quantitative Results,2405.18418v3,tab:tracking-metrics,table
6269709,13,Implementation details,2410.18403v2,tab:data,table
6270007,1,System Requirements,2405.18418v3,tab:system-requirements,table
6269943,50,Introduction,2405.18418v3,tab:system-requirements,table
6269711,13,Implementation details,2410.18403v2,tab:data,table
6269944,54,Introduction,2405.18418v3,tab:hparams,table
6270008,2,Implementation Details,2405.18418v3,tab:hparams,table
6269717,10,Inference of Bidirectional SLMs,2410.18403v2,tab:rank,table
6270021,7,User Study,2405.18418v3,tab:appendix-user-study,table
6269957,68,Introduction,2405.18418v3,tab:appendix-user-study,table
6269760,0,Ablation studies and additional experiments,2410.18403v2,tab:ablation,table
6270026,2,Arithmetic-GPT: A Small Language Model Trained to Perform Arithmetic,2405.19313v2,tab:model_architecture,table
6269765,6,Ablation studies and additional experiments,2410.18403v2,tab:atlas,table
6270040,12,Arithmetic-GPT: A Small Language Model Trained to Perform Arithmetic,2405.19313v2,tab:human_datasets,table
6269767,7,Ablation studies and additional experiments,2410.18403v2,tab:atlas,table
6270043,12,Arithmetic-GPT: A Small Language Model Trained to Perform Arithmetic,2405.19313v2,tab:robustness_check_entire_choices13k,table
6269769,8,Ablation studies and additional experiments,2410.18403v2,tab:atlas,table
6270081,2,Robustness Check,2405.19313v2,tab:robustness_check,table
6270138,16,Experiments,2410.11536v1,tab:cityscapes,table
6270084,2,Robustness Check,2405.19313v2,tab:robustness_check_entire_choices13k,table
6270086,1,"Variations in Model Sizes, Data Quantity, and Data Distributions",2405.19313v2,tab:model_sizes_and_data_quantity,table
6270139,17,Experiments,2410.11536v1,tab:ade20k,table
6270088,3,"Variations in Model Sizes, Data Quantity, and Data Distributions",2405.19313v2,tab:pretrain_data_distribution,table
6270143,19,Experiments,2410.11536v1,tab:multiple,table
6270092,0,Computational Abilities of Language Models,2405.19313v2,tab:computational_abilities,table
6270145,21,Experiments,2410.11536v1,tab:multiple_unseen,table
6270094,2,Computational Abilities of Language Models,2405.19313v2,tab:computational_abilities,table
6270146,24,Experiments,2410.11536v1,tab:softmax_argmax,table
6270095,2,Introduction,2410.11536v1,tab:mask2former,table
